Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:692:4953:72f:6539:eb62,São Paulo,2022-12-18T04:19:12.513Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:692:100:6b2c:27c5:32f1,São Paulo,2022-12-16T17:35:12.365Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:692:100:6b2c:27c5:32f1,São Paulo,2022-12-16T04:04:33.103Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,179.182.245.99,Paraná,2022-12-15T21:23:32.850Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:692:100:6b2c:27c5:32f1,São Paulo,2022-12-15T21:03:50.404Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:692:100:6b2c:27c5:32f1,São Paulo,2022-12-15T05:17:21.911Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2801:b6:200:1213:100:6b2c:27c5:32f1,Paraná,2022-12-14T18:09:26.564Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:692:100:6b2c:27c5:32f1,São Paulo,2022-12-14T05:19:58.414Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.182.245.99,Paraná,2022-12-14T00:38:35.871Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8180:692:4e75:a904:e3cd:d0a8,São Paulo,2022-12-14T00:13:23.028Z
SSTV-KS20-0000000000000014265189,BR,Samsung CE 2020 Kant-S2 DTV Smart TV,Samsung CE 2020 Kant-S2 DTV Smart TV,187.19.103.120,Paraná,2022-12-13T16:31:35.600Z
NFPS5-001-F34YVTWT2QDAA71LJC8Q21TRJH,BR,Sony PS5,Sony PS5,187.19.103.120,Paraná,2022-12-13T03:32:46.428Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,187.19.103.120,Paraná,2022-12-13T01:03:58.614Z
SSTV-KS20-0000000000000014265189,BR,Samsung CE 2020 Kant-S2 DTV Smart TV,Samsung CE 2020 Kant-S2 DTV Smart TV,143.208.42.28,Paraná,2022-12-12T12:57:12.240Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.182.245.99,Paraná,2022-12-12T02:10:25.806Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8180:692:4979:de4f:b13f:6813,São Paulo,2022-12-11T23:33:46.606Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:692:100:6b2c:27c5:32f1,São Paulo,2022-12-11T06:28:24.182Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:872:100:6b2c:27c5:32f1,São Paulo,2022-12-11T05:31:52.338Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8180:872:b153:6a3c:9485:80b1,São Paulo,2022-12-11T02:50:04.267Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:872:1111:4f29:9fba:5219,São Paulo,2022-12-10T19:14:55.746Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8180:872:2913:cab5:607b:a313,São Paulo,2022-12-09T21:03:51.075Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,177.16.52.83,Paraná,2022-12-09T16:57:16.357Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:872:1111:4f29:9fba:5219,São Paulo,2022-12-07T05:00:58.675Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.42.28,Paraná,2022-12-07T04:10:09.990Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.154,Paraná,2022-12-06T20:50:32.819Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:214:81af:6df1:9d80:bc05:747c:abeb,Paraná,2022-12-06T19:43:01.875Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:872:1111:4f29:9fba:5219,São Paulo,2022-12-06T01:52:05.996Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.216,Paraná,2022-12-05T02:31:47.976Z
NFANDROID1-PRV-P-L3-LGE==LG-M320-4445-D8EE53806DFCE42E13F9948FEF70185FC3615FDDBF07A36E935B0E36D4D4C1BC,BR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,143.208.42.28,Paraná,2022-12-05T02:30:36.314Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:872:1111:4f29:9fba:5219,São Paulo,2022-12-04T20:29:23.235Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,177.16.52.83,Paraná,2022-12-04T16:54:34.407Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:872:1111:4f29:9fba:5219,São Paulo,2022-12-04T16:35:02.898Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:872:1111:4f29:9fba:5219,São Paulo,2022-12-03T06:36:02.658Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:24ec:1111:4f29:9fba:5219,São Paulo,2022-12-03T06:12:47.711Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8180:24ec:982:bde5:81c2:55b8,São Paulo,2022-12-03T01:18:22.111Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.216,Paraná,2022-12-02T23:02:09.834Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:24ec:1111:4f29:9fba:5219,São Paulo,2022-12-02T22:45:51.214Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.106.197.197,Paraná,2022-12-02T17:41:48.761Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.216,Paraná,2022-12-02T14:45:59.268Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,177.132.35.173,Paraná,2022-12-02T03:31:18.484Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8180:24ec:91a8:10ba:9890:6e28,São Paulo,2022-12-02T03:22:46.593Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:24ec:57c:c172:fa51:694,São Paulo,2022-12-01T19:45:58.084Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.227,Paraná,2022-12-01T16:45:07.777Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:24ec:ac80:e21f:d8f3:ac5c,São Paulo,2022-12-01T01:12:53.878Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.221,Paraná,2022-11-28T15:02:43.758Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:24ec:ac80:e21f:d8f3:ac5c,São Paulo,2022-11-28T01:07:50.528Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:d55:4610:c300:c94e:bd69:a46c:3776,Paraná,2022-11-27T19:08:25.792Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:d55:4610:c300:c94e:bd69:a46c:3776,Paraná,2022-11-26T03:33:21.827Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.221,Paraná,2022-11-25T17:23:35.802Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:24ec:c94e:bd69:a46c:3776,São Paulo,2022-11-25T02:17:00.427Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.2.123,Paraná,2022-11-24T22:27:59.239Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:24ec:c94e:bd69:a46c:3776,São Paulo,2022-11-24T19:59:48.244Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:3138:c94e:bd69:a46c:3776,Paraná,2022-11-24T04:18:10.350Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,179.182.243.68,Paraná,2022-11-24T03:44:51.664Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:3138:c94e:bd69:a46c:3776,Paraná,2022-11-24T01:50:24.060Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8180:3138:f061:5043:4baf:2f2a,Paraná,2022-11-22T00:53:44.350Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:3138:c94e:bd69:a46c:3776,Paraná,2022-11-21T17:33:56.930Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,179.182.243.68,Paraná,2022-11-21T05:28:20.050Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8180:3138:8c8c:2b18:e984:1c09,Paraná,2022-11-21T05:08:31.072Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8180:3138:8c8c:2b18:e984:1c09,Paraná,2022-11-20T21:39:41.757Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:3138:3520:4451:f5c9:ea63,Paraná,2022-11-20T11:35:25.998Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.42.28,Paraná,2022-11-18T03:42:34.767Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:3138:3520:4451:f5c9:ea63,Paraná,2022-11-18T03:33:22.057Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2801:b6:200:1213:3520:4451:f5c9:ea63,Paraná,2022-11-17T14:29:46.451Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:3138:3520:4451:f5c9:ea63,Paraná,2022-11-17T05:00:49.104Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.2.123,Paraná,2022-11-16T11:19:50.597Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:3138:3520:4451:f5c9:ea63,Paraná,2022-11-16T10:21:35.715Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:cbc7:3520:4451:f5c9:ea63,São Paulo,2022-11-16T03:00:44.882Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.42.28,Paraná,2022-11-15T18:50:42.880Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.2.59,Paraná,2022-11-14T23:26:11.369Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.2.59,Paraná,2022-11-13T23:12:33.149Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.2.0,Paraná,2022-11-13T18:25:34.903Z
SSTV-KS20-0000000000000014265189,BR,Samsung CE 2020 Kant-S2 DTV Smart TV,Samsung CE 2020 Kant-S2 DTV Smart TV,143.208.42.28,Paraná,2022-11-13T13:06:51.942Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:cbc7:3520:4451:f5c9:ea63,São Paulo,2022-11-13T06:26:55.589Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,179.177.121.79,Paraná,2022-11-13T05:58:53.699Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:ba89:3520:4451:f5c9:ea63,Paraná,2022-11-13T03:51:31.624Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:9e83:3520:4451:f5c9:ea63,Paraná,2022-11-12T20:38:39.538Z
SSTV-KS20-0000000000000014265189,BR,Samsung CE 2020 Kant-S2 DTV Smart TV,Samsung CE 2020 Kant-S2 DTV Smart TV,143.208.41.176,Paraná,2022-11-12T02:59:19.036Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:9e83:3520:4451:f5c9:ea63,Paraná,2022-11-12T00:17:08.926Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:7465:3520:4451:f5c9:ea63,São Paulo,2022-11-11T23:36:41.799Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.2.0,Paraná,2022-11-11T18:12:20.253Z
PCTV000163==05A88C1C9A5811C68075,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.41.176,Paraná,2022-11-11T10:05:58.483Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:7465:3520:4451:f5c9:ea63,São Paulo,2022-11-11T02:44:14.690Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:548b:3520:4451:f5c9:ea63,São Paulo,2022-11-10T02:28:28.759Z
PCTV000163==295879E2245572FA34FF,BR,Panasonic 2016 sLD8a TV Smart TV,Panasonic 2016 sLD8a TV Smart TV,143.208.41.176,Paraná,2022-11-10T01:03:19.918Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.126,Paraná,2022-11-09T19:14:44.599Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.126,Paraná,2022-11-09T18:35:37.028Z
SSTV-KS20-0000000000000014265189,BR,Samsung CE 2020 Kant-S2 DTV Smart TV,Samsung CE 2020 Kant-S2 DTV Smart TV,143.208.41.176,Paraná,2022-11-08T00:54:39.540Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:1292:cc13:4187:ec8:3fc3,Paraná,2022-11-07T04:12:08.431Z
SSTV-KS20-0000000000000014265189,BR,Samsung CE 2020 Kant-S2 DTV Smart TV,Samsung CE 2020 Kant-S2 DTV Smart TV,143.208.41.34,Paraná,2022-11-07T00:02:15.634Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.79,Paraná,2022-11-06T15:18:27.719Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:4be4:31c7:5e01:cc13:4187:ec8:3fc3,Paraná,2022-11-06T13:38:27.025Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:4be4:31c7:5e01:cc13:4187:ec8:3fc3,Paraná,2022-11-06T03:40:10.516Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.79,Paraná,2022-11-04T22:12:54.680Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:1292:24df:92c4:ff2:7294,Paraná,2022-11-04T03:22:29.037Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.56,Paraná,2022-11-03T22:49:19.081Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,177.42.56.79,Paraná,2022-11-03T22:29:11.608Z
NFUWA-001-33D1F93B05FF2239249B53D3879EB68EE59C0099DD14A75E0EB5FF7C31902F8B,BR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2804:7f4:8180:1292:6514:a552:d19:2eca,Paraná,2022-11-03T22:18:22.065Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.206,Paraná,2022-11-03T01:34:53.699Z
PHTV14OPM1-31-03-15-01-0000000000000188278,BR,Philips 2014 MT5580 based TVs Smart TV,Philips 2014 MT5580 based TVs Smart TV,45.234.1.206,Paraná,2022-11-02T13:10:11.968Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,2804:7f4:8180:1292:24df:92c4:ff2:7294,Paraná,2022-11-02T04:47:53.998Z
NFANDROID1-PRV-P-SAMSUSM-A525M-19970-B3D1369318D48F6229A099ADF48825DC6F6FFE9282F4A2F1870BBB81DEC99209,BR,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,177.42.56.79,Paraná,2022-11-02T04:12:02.672Z
